Ann ee,situation,Genre,Secteur disciplinaire,% emplois ext erieurs à la r egion de l’universit e
2013,30 mois après le diplôme,femmes et hommes,Informatique,30
2018,18 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,43
2016,18 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,45
2018,30 mois après le diplôme,hommes,Autres sciences  technologies et sant e,44
2018,30 mois après le diplôme,femmes,Autres sciences  technologies et sant e,41
2014,18 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,63
2014,18 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,65
2015,30 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,67
2012,30 mois après le diplôme,femmes,Formation g en erale aux m etiers de l'ing enieur,56
2012,18 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,60
2016,30 mois après le diplôme,hommes,Math ematique et informatique,31
2015,30 mois après le diplôme,femmes et hommes,Math ematique et informatique,29
2012,30 mois après le diplôme,femmes et hommes,Math ematique et informatique,24
2015,30 mois après le diplôme,femmes,G enie civil,57
2017,30 mois après le diplôme,femmes et hommes,G enie civil,52
2013,30 mois après le diplôme,hommes,Math ematique et informatique,41
2017,18 mois après le diplôme,femmes,G enie civil,58
2018,18 mois après le diplôme,femmes et hommes,M edecine,47
2014,18 mois après le diplôme,femmes et hommes,G enie des proc ed es,53
2014,18 mois après le diplôme,femmes,M edecine,40
2014,30 mois après le diplôme,femmes et hommes,G enie des proc ed es,53
2018,18 mois après le diplôme,hommes,M edecine,45
2018,18 mois après le diplôme,hommes,G enie des proc ed es,50
2016,18 mois après le diplôme,femmes et hommes,M edecine,30
2014,30 mois après le diplôme,hommes,G enie des proc ed es,51
2015,18 mois après le diplôme,hommes,M edecine,54
2016,30 mois après le diplôme,hommes,G enie des proc ed es,55
2012,18 mois après le diplôme,femmes et hommes,M edecine,48
2015,18 mois après le diplôme,femmes et hommes,G enie des proc ed es,45
2013,30 mois après le diplôme,femmes,M edecine,40
2015,18 mois après le diplôme,hommes,G enie des proc ed es,43
2017,18 mois après le diplôme,hommes,M edecine,55
2016,30 mois après le diplôme,femmes et hommes,G enie des proc ed es,55
2013,18 mois après le diplôme,hommes,M edecine,44
2012,18 mois après le diplôme,hommes,G enie des proc ed es,54
2014,30 mois après le diplôme,femmes et hommes,Pharmacie,64
2017,18 mois après le diplôme,femmes,G enie des proc ed es,49
2014,30 mois après le diplôme,hommes,M ecanique  g enie m ecanique,55
2012,18 mois après le diplôme,femmes et hommes,Pharmacie,60
2012,18 mois après le diplôme,hommes,M ecanique  g enie m ecanique,54
2015,30 mois après le diplôme,femmes et hommes,Pharmacie,61
2015,30 mois après le diplôme,femmes,M ecanique  g enie m ecanique,55
2015,30 mois après le diplôme,femmes,Pharmacie,64
2018,30 mois après le diplôme,femmes,M ecanique  g enie m ecanique,45
2016,30 mois après le diplôme,femmes et hommes,Pharmacie,68
2012,30 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,55
2013,30 mois après le diplôme,femmes,M ecanique  g enie m ecanique,67
2018,30 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,49
2018,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,38
2013,18 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,62
2014,30 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,43
2018,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,36
2014,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,35
2014,30 mois après le diplôme,femmes,Technologie et sciences industrielles,38
2016,30 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,44
2018,18 mois après le diplôme,hommes,Technologie et sciences industrielles,36
2012,18 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,53
2018,30 mois après le diplôme,femmes,Technologie et sciences industrielles,36
2013,30 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,42
2016,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,39
2013,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,43
2013,18 mois après le diplôme,femmes,Technologie et sciences industrielles,33
2018,30 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,41
2017,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,42
2013,18 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,41
2018,30 mois après le diplôme,femmes et hommes,Informatique,31
2018,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,59
2011,30 mois après le diplôme,femmes et hommes,Informatique,31
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,40
2017,30 mois après le diplôme,hommes,Informatique,31
2014,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,30
2015,30 mois après le diplôme,femmes et hommes,Informatique,31
2016,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,57
2018,30 mois après le diplôme,hommes,Informatique,30
2015,18 mois après le diplôme,hommes,Pluridisciplinaire sciences,32
2017,18 mois après le diplôme,femmes et hommes,Informatique,32
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,55
2018,18 mois après le diplôme,hommes,Autres sciences  technologies et sant e,44
2013,18 mois après le diplôme,hommes,Pluridisciplinaire sciences,43
2014,18 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,44
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,50
2015,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,44
2013,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,43
2017,18 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,42
2018,18 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,48
2013,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,44
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,47
2016,18 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,75
2012,18 mois après le diplôme,femmes,Formation g en erale aux m etiers de l'ing enieur,56
2012,18 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,59
2012,30 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,59
2013,18 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,50
2013,30 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,50
2014,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,42
2015,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,29
2017,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,19
2013,30 mois après le diplôme,femmes et hommes,Math ematique et informatique,35
2014,30 mois après le diplôme,femmes et hommes,M edecine,39
2016,30 mois après le diplôme,hommes,M edecine,30
2016,18 mois après le diplôme,hommes,M edecine,30
2017,30 mois après le diplôme,femmes,M edecine,38
2012,30 mois après le diplôme,femmes,M edecine,46
2012,18 mois après le diplôme,hommes,M edecine,52
2017,30 mois après le diplôme,hommes,M edecine,55
2013,18 mois après le diplôme,femmes,M edecine,40
2014,30 mois après le diplôme,hommes,Pharmacie,75
2014,30 mois après le diplôme,femmes,Pharmacie,58
2015,30 mois après le diplôme,hommes,Pharmacie,55
2016,18 mois après le diplôme,hommes,Pharmacie,70
2016,18 mois après le diplôme,femmes et hommes,Pharmacie,68
2015,18 mois après le diplôme,femmes,Pharmacie,64
2016,30 mois après le diplôme,femmes,Pharmacie,66
2017,30 mois après le diplôme,femmes et hommes,Pharmacie,52
2012,18 mois après le diplôme,femmes,Pharmacie,56
2012,30 mois après le diplôme,femmes,Pharmacie,56
2017,18 mois après le diplôme,femmes et hommes,Pharmacie,52
2014,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,41
2015,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,38
2015,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,38
2012,30 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,49
2012,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,51
2012,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,49
2013,30 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,41
2013,30 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,43
2017,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,44
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,40
2014,18 mois après le diplôme,hommes,Pluridisciplinaire sciences,30
2016,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,52
2015,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,49
2018,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,54
2017,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,45
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,48
2013,30 mois après le diplôme,femmes,Pluridisciplinaire sciences,52
2018,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,47
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,38
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,42
2012,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,65
2018,30 mois après le diplôme,femmes,Pluridisciplinaire sciences fondamentales et applications,45
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,53
2013,30 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,52
2014,30 mois après le diplôme,femmes et hommes,Masters enseignement,17
2013,18 mois après le diplôme,femmes,Masters enseignement,21
2015,30 mois après le diplôme,femmes,Masters enseignement,23
2015,18 mois après le diplôme,hommes,Masters enseignement,41
2017,30 mois après le diplôme,femmes,Masters enseignement,20
2013,30 mois après le diplôme,hommes,Masters enseignement,36
2017,18 mois après le diplôme,hommes,Masters enseignement,37
2018,30 mois après le diplôme,hommes,Masters enseignement,35
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,42
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,23
2017,30 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,25
2018,30 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,48
2017,18 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,25
2013,18 mois après le diplôme,femmes et hommes,Masters enseignement,24
2018,18 mois après le diplôme,femmes,Masters enseignement,20
2016,30 mois après le diplôme,femmes et hommes,Masters enseignement,24
2016,30 mois après le diplôme,femmes,Masters enseignement,20
2016,18 mois après le diplôme,femmes et hommes,Masters enseignement,24
2013,30 mois après le diplôme,femmes,Masters enseignement,21
2018,30 mois après le diplôme,femmes,Masters enseignement,20
2017,18 mois après le diplôme,femmes et hommes,Masters enseignement,24
2011,30 mois après le diplôme,femmes et hommes,Masters enseignement : premier degr e,42
2011,30 mois après le diplôme,femmes et hommes,Masters enseignement : second degr e  CPE...,21
2018,30 mois après le diplôme,femmes et hommes,Psychologie,36
2017,18 mois après le diplôme,femmes,Psychologie,34
2013,18 mois après le diplôme,hommes,Psychologie,43
2014,30 mois après le diplôme,hommes,Sciences de l'information et la communication,45
2016,18 mois après le diplôme,hommes,Sciences de l'information et la communication,48
2018,18 mois après le diplôme,hommes,Autres sciences humaines et sociales,40
2018,30 mois après le diplôme,femmes,Autres sciences humaines et sociales,42
2014,18 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2018,18 mois après le diplôme,femmes,Autres sciences humaines et sociales,42
2011,30 mois après le diplôme,femmes et hommes,Am enagement,48
2017,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,54
2012,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,45
2013,18 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,31
2014,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,34
2018,18 mois après le diplôme,femmes,Philosophie   epist emologie,30
2011,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,49
2015,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,33
2015,30 mois après le diplôme,femmes,Philosophie   epist emologie,34
2013,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,20
2012,18 mois après le diplôme,femmes,Sciences de l' education,28
2017,30 mois après le diplôme,femmes et hommes,Sciences de l' education,29
2018,30 mois après le diplôme,femmes et hommes,Sciences de l' education,34
2016,18 mois après le diplôme,hommes,Sociologie  d emographie,34
2016,30 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,39
2013,30 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,38
2018,18 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,44
2014,18 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,46
2015,18 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,44
2017,18 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,44
2016,18 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,55
2015,18 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,52
2018,18 mois après le diplôme,femmes,Sciences de la vie,50
2014,30 mois après le diplôme,femmes et hommes,Sciences de la vie,54
2016,18 mois après le diplôme,hommes,Sciences de la vie,59
2016,18 mois après le diplôme,femmes,Sciences de la vie,54
2015,18 mois après le diplôme,femmes et hommes,Sciences de la vie,52
2012,30 mois après le diplôme,femmes et hommes,Sciences de la vie,61
2012,30 mois après le diplôme,hommes,Sciences de la vie,67
2018,30 mois après le diplôme,femmes,Sciences de la vie,50
2016,30 mois après le diplôme,femmes,Sciences de la vie,54
2013,18 mois après le diplôme,femmes,Sciences de la vie,52
2013,18 mois après le diplôme,femmes et hommes,Sciences de la vie,53
2014,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,59
2016,30 mois après le diplôme,hommes,Sciences de l'univers,51
2016,18 mois après le diplôme,femmes,Sciences de l'univers,51
2015,18 mois après le diplôme,femmes,Sciences de l'univers,53
2012,30 mois après le diplôme,hommes,Sciences de l'univers,57
2015,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,53
2017,30 mois après le diplôme,hommes,Sciences de l'univers,60
2018,30 mois après le diplôme,femmes,Sciences de l'univers,50
2012,18 mois après le diplôme,hommes,Sciences de l'univers,57
2015,30 mois après le diplôme,femmes,Sciences de l'univers,53
2017,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,56
2013,30 mois après le diplôme,hommes,Sciences de l'univers,58
2013,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,56
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,44
2015,18 mois après le diplôme,hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,57
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,46
2012,18 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,46
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,50
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,68
2013,18 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,56
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,50
2013,18 mois après le diplôme,hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,33
2018,30 mois après le diplôme,femmes,Sciences fondamentales,53
2018,18 mois après le diplôme,hommes,Sciences fondamentales,51
2013,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,51
2016,18 mois après le diplôme,femmes,Chimie,52
2014,18 mois après le diplôme,hommes,Chimie,56
2016,18 mois après le diplôme,hommes,Chimie,51
2015,18 mois après le diplôme,femmes,Chimie,51
2012,18 mois après le diplôme,hommes,Chimie,63
2017,18 mois après le diplôme,femmes et hommes,Chimie,53
2013,30 mois après le diplôme,femmes et hommes,Chimie,53
2014,30 mois après le diplôme,femmes,Physique,56
2014,18 mois après le diplôme,femmes et hommes,Physique,50
2017,30 mois après le diplôme,femmes et hommes,Physique,58
2012,18 mois après le diplôme,hommes,Physique,55
2016,30 mois après le diplôme,femmes et hommes,Physique,50
2012,18 mois après le diplôme,femmes,Physique,53
2013,18 mois après le diplôme,hommes,Physique,54
2016,18 mois après le diplôme,femmes et hommes,Physique et chimie,70
2017,30 mois après le diplôme,hommes,Physique et chimie,59
2015,30 mois après le diplôme,femmes et hommes,Physique et chimie,77
2014,30 mois après le diplôme,femmes,Math ematiques,37
2014,18 mois après le diplôme,femmes et hommes,Math ematiques,45
2014,18 mois après le diplôme,femmes,Math ematiques,37
2018,18 mois après le diplôme,femmes et hommes,Math ematiques,48
2016,18 mois après le diplôme,femmes et hommes,Math ematiques,45
2015,30 mois après le diplôme,femmes,Math ematiques,44
2012,18 mois après le diplôme,femmes et hommes,Math ematiques,42
2018,30 mois après le diplôme,hommes,Math ematiques,48
2013,18 mois après le diplôme,femmes et hommes,Math ematiques,47
2013,30 mois après le diplôme,femmes et hommes,Math ematiques,47
2013,30 mois après le diplôme,hommes,Math ematiques,50
2014,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,63
2015,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,56
2017,30 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,48
2018,30 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,30
2015,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,56
2018,30 mois après le diplôme,femmes,Sciences de l'ing enieur,43
2015,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,47
2018,30 mois après le diplôme,hommes,Sciences de l'ing enieur,44
2015,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,47
2018,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,44
2018,18 mois après le diplôme,hommes, electronique  g enie  electrique,37
2016,18 mois après le diplôme,hommes, electronique  g enie  electrique,37
2015,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,47
2015,18 mois après le diplôme,hommes, electronique  g enie  electrique,46
2016,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,38
2015,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,47
2013,30 mois après le diplôme,hommes, electronique  g enie  electrique,47
2014,18 mois après le diplôme,femmes,G enie civil,58
2014,30 mois après le diplôme,femmes et hommes,G enie civil,62
2018,18 mois après le diplôme,hommes,G enie civil,48
2016,18 mois après le diplôme,femmes et hommes,G enie civil,52
2016,18 mois après le diplôme,femmes,G enie civil,54
2015,18 mois après le diplôme,femmes et hommes,G enie civil,52
2015,18 mois après le diplôme,hommes,G enie civil,51
2015,18 mois après le diplôme,femmes,G enie civil,57
2013,18 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,38
2015,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,37
2013,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,41
2016,30 mois après le diplôme,hommes,Histoire,34
2014,18 mois après le diplôme,hommes,Histoire,33
2016,18 mois après le diplôme,femmes,Histoire,39
2015,18 mois après le diplôme,femmes,Histoire,36
2017,30 mois après le diplôme,hommes,Histoire,33
2011,30 mois après le diplôme,femmes et hommes,Histoire,44
2015,30 mois après le diplôme,femmes et hommes,G eographie,39
2017,18 mois après le diplôme,femmes,G eographie,44
2013,18 mois après le diplôme,hommes,G eographie,41
2016,18 mois après le diplôme,femmes,Psychologie,39
2015,30 mois après le diplôme,hommes,Psychologie,30
2016,30 mois après le diplôme,hommes,Psychologie,34
2015,18 mois après le diplôme,hommes,Psychologie,30
2015,30 mois après le diplôme,femmes et hommes,Psychologie,37
2016,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),43
2016,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),43
2016,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),44
2015,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),43
2016,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),43
2017,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),43
2013,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),42
2013,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),41
2018,18 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,46
2018,18 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,40
2016,18 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,41
2017,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,43
2017,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,42
2012,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,44
2018,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,46
2013,18 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,40
2013,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,40
2014,18 mois après le diplôme,femmes et hommes,Sciences juridiques,39
2015,18 mois après le diplôme,hommes,Sciences juridiques,48
2012,30 mois après le diplôme,femmes et hommes,Sciences juridiques,42
2015,30 mois après le diplôme,femmes,Sciences juridiques,42
2017,30 mois après le diplôme,femmes,Sciences juridiques,44
2018,30 mois après le diplôme,femmes et hommes,Sciences juridiques,41
2017,18 mois après le diplôme,hommes,Sciences juridiques,43
2017,18 mois après le diplôme,femmes,Sciences juridiques,44
2013,30 mois après le diplôme,hommes,Sciences juridiques,41
2013,18 mois après le diplôme,hommes,Sciences juridiques,41
2018,18 mois après le diplôme,femmes,Sciences politiques,43
2014,30 mois après le diplôme,femmes,Sciences politiques,36
2014,18 mois après le diplôme,femmes et hommes,Sciences politiques,40
2016,18 mois après le diplôme,femmes,Sciences politiques,48
2016,18 mois après le diplôme,femmes et hommes,Sciences politiques,46
2018,30 mois après le diplôme,femmes et hommes,Sciences politiques,47
2017,30 mois après le diplôme,hommes,Sciences politiques,39
2012,18 mois après le diplôme,femmes,Sciences politiques,39
2018,30 mois après le diplôme,hommes,Sciences politiques,51
2017,18 mois après le diplôme,hommes,Sciences politiques,39
2016,18 mois après le diplôme,hommes,Sciences  economiques,43
2016,18 mois après le diplôme,femmes,Sciences  economiques,41
2015,18 mois après le diplôme,femmes et hommes,Sciences  economiques,41
2016,30 mois après le diplôme,hommes,Sciences  economiques,43
2015,30 mois après le diplôme,femmes et hommes,Sciences  economiques,41
2012,30 mois après le diplôme,hommes,Sciences  economiques,42
2017,30 mois après le diplôme,femmes,Sciences  economiques,43
2011,30 mois après le diplôme,femmes et hommes,Sciences  economiques,43
2015,30 mois après le diplôme,hommes,Sciences  economiques,41
2017,30 mois après le diplôme,femmes et hommes,Sciences  economiques,43
2013,30 mois après le diplôme,femmes et hommes,Sciences  economiques,39
2013,18 mois après le diplôme,hommes,Sciences  economiques,40
2013,30 mois après le diplôme,hommes,Sciences  economiques,40
2014,30 mois après le diplôme,hommes,Sciences de gestion,45
2014,18 mois après le diplôme,femmes et hommes,Sciences de gestion,43
2018,18 mois après le diplôme,hommes,Sciences de gestion,44
2018,30 mois après le diplôme,femmes,Sciences de gestion,40
2015,18 mois après le diplôme,hommes,Sciences de gestion,45
2017,18 mois après le diplôme,hommes,Sciences de gestion,44
2013,18 mois après le diplôme,femmes et hommes,Sciences de gestion,40
2018,18 mois après le diplôme,hommes,Autres formations juridiques   economiques et de gestion,54
2018,30 mois après le diplôme,femmes,Autres formations juridiques   economiques et de gestion,44
2016,30 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,38
2016,18 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,38
2017,30 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,39
2014,30 mois après le diplôme,femmes,Administration  economique et sociale,39
2014,18 mois après le diplôme,femmes et hommes,Administration  economique et sociale,40
2018,30 mois après le diplôme,femmes,Administration  economique et sociale,45
2014,30 mois après le diplôme,hommes,Administration  economique et sociale,42
2018,30 mois après le diplôme,femmes et hommes,Administration  economique et sociale,45
2012,30 mois après le diplôme,hommes,Administration  economique et sociale,58
2012,18 mois après le diplôme,hommes,Administration  economique et sociale,58
2016,30 mois après le diplôme,hommes,Administration  economique et sociale,42
2014,30 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,50
2011,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,69
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,55
2013,30 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,59
2013,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,59
2017,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,60
2016,18 mois après le diplôme,hommes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,7
2016,18 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,49
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,44
2017,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,47
2017,18 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,47
2018,18 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,45
2015,30 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,46
2015,30 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,48
2017,30 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,48
2013,18 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,44
2014,18 mois après le diplôme,femmes et hommes,Arts,35
2015,30 mois après le diplôme,femmes et hommes,Arts,35
2015,30 mois après le diplôme,hommes,Arts,32
2016,18 mois après le diplôme,hommes,Arts,38
2014,18 mois après le diplôme,hommes,Arts,29
2015,18 mois après le diplôme,femmes et hommes,Arts,35
2013,30 mois après le diplôme,femmes,Arts,37
2017,18 mois après le diplôme,femmes,Arts,42
2018,18 mois après le diplôme,femmes et hommes,Histoire,40
2018,30 mois après le diplôme,femmes,Histoire,41
2014,18 mois après le diplôme,femmes et hommes,Histoire,37
2018,18 mois après le diplôme,femmes et hommes,G eographie,39
2017,30 mois après le diplôme,femmes,G eographie,44
2012,30 mois après le diplôme,hommes,G eographie,50
2017,18 mois après le diplôme,femmes et hommes,G eographie,42
2012,30 mois après le diplôme,femmes,G eographie,36
2014,30 mois après le diplôme,femmes et hommes,Psychologie,36
2014,30 mois après le diplôme,femmes,Psychologie,37
2014,30 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,40
2012,30 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,44
2013,18 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,36
2014,30 mois après le diplôme,hommes,Am enagement,47
2014,18 mois après le diplôme,hommes,Am enagement,47
2016,18 mois après le diplôme,hommes,Am enagement,42
2015,30 mois après le diplôme,hommes,Am enagement,46
2018,30 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,49
