Ann ee,situation,Genre,Secteur disciplinaire,Part des diplôm es boursiers dans la discipline
2012,30 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,35
2013,30 mois après le diplôme,femmes,M ecanique  g enie m ecanique,33
2018,30 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,27
2018,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,34
2013,18 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,30
2014,30 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,30
2018,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,19
2014,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,29
2014,30 mois après le diplôme,femmes,Technologie et sciences industrielles,26
2016,30 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,35
2018,18 mois après le diplôme,hommes,Technologie et sciences industrielles,18
2018,30 mois après le diplôme,femmes,Technologie et sciences industrielles,21
2013,30 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,30
2016,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,17
2013,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,34
2013,18 mois après le diplôme,femmes,Technologie et sciences industrielles,18
2018,30 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,34
2017,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,20
2013,18 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,27
2018,30 mois après le diplôme,femmes et hommes,Informatique,31
2018,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,30
2011,30 mois après le diplôme,femmes et hommes,Informatique,29
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,28
2017,30 mois après le diplôme,hommes,Informatique,33
2014,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,34
2015,30 mois après le diplôme,femmes et hommes,Informatique,34
2016,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,32
2018,30 mois après le diplôme,hommes,Informatique,30
2015,18 mois après le diplôme,hommes,Pluridisciplinaire sciences,35
2017,18 mois après le diplôme,femmes et hommes,Informatique,33
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,23
2018,18 mois après le diplôme,hommes,Autres sciences  technologies et sant e,33
2013,18 mois après le diplôme,hommes,Pluridisciplinaire sciences,26
2014,18 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,29
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,39
2015,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,30
2013,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,26
2017,18 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,35
2018,18 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,29
2013,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,28
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,29
2016,18 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,29
2012,18 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,28
2012,30 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,28
2013,18 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,29
2013,30 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,30
2014,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,21
2018,30 mois après le diplôme,femmes et hommes,Math ematique et informatique,18
2015,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,16
2017,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,25
2013,30 mois après le diplôme,femmes et hommes,Math ematique et informatique,18
2014,30 mois après le diplôme,femmes et hommes,M edecine,28
2016,30 mois après le diplôme,hommes,M edecine,30
2016,18 mois après le diplôme,hommes,M edecine,30
2017,30 mois après le diplôme,femmes,M edecine,33
2017,30 mois après le diplôme,hommes,M edecine,27
2013,18 mois après le diplôme,femmes,M edecine,28
2014,30 mois après le diplôme,hommes,Pharmacie,19
2014,30 mois après le diplôme,femmes,Pharmacie,31
2015,30 mois après le diplôme,hommes,Pharmacie,20
2016,18 mois après le diplôme,hommes,Pharmacie,42
2016,18 mois après le diplôme,femmes et hommes,Pharmacie,34
2015,18 mois après le diplôme,femmes,Pharmacie,24
2016,30 mois après le diplôme,femmes,Pharmacie,29
2017,30 mois après le diplôme,femmes et hommes,Pharmacie,39
2017,18 mois après le diplôme,femmes et hommes,Pharmacie,39
2014,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,30
2015,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,34
2015,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,31
2012,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,26
2013,30 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,27
2013,30 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,34
2017,18 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,37
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,28
2014,18 mois après le diplôme,hommes,Pluridisciplinaire sciences,34
2016,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,36
2015,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,28
2018,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,37
2017,18 mois après le diplôme,femmes,Pluridisciplinaire sciences,40
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,24
2013,30 mois après le diplôme,femmes,Pluridisciplinaire sciences,23
2018,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,29
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,32
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,33
2012,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,23
2018,30 mois après le diplôme,femmes,Pluridisciplinaire sciences fondamentales et applications,26
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,39
2013,30 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,39
2014,30 mois après le diplôme,femmes et hommes,Masters enseignement,36
2013,18 mois après le diplôme,femmes,Masters enseignement,40
2015,30 mois après le diplôme,femmes,Masters enseignement,18
2015,18 mois après le diplôme,hommes,Masters enseignement,19
2017,30 mois après le diplôme,femmes,Masters enseignement,16
2013,30 mois après le diplôme,hommes,Masters enseignement,39
2017,18 mois après le diplôme,hommes,Masters enseignement,15
2018,30 mois après le diplôme,hommes,Masters enseignement,20
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,33
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,26
2017,30 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,24
2018,30 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,29
2017,18 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,24
2013,18 mois après le diplôme,femmes et hommes,Masters enseignement,40
2018,18 mois après le diplôme,femmes,Masters enseignement,19
2016,30 mois après le diplôme,femmes et hommes,Masters enseignement,16
2016,30 mois après le diplôme,femmes,Masters enseignement,15
2014,18 mois après le diplôme,femmes,Masters enseignement,37
2016,18 mois après le diplôme,femmes et hommes,Masters enseignement,16
2013,30 mois après le diplôme,femmes,Masters enseignement,40
2018,30 mois après le diplôme,femmes,Masters enseignement,19
2017,18 mois après le diplôme,femmes et hommes,Masters enseignement,16
2011,30 mois après le diplôme,femmes et hommes,Masters enseignement : premier degr e,29
2011,30 mois après le diplôme,femmes et hommes,Masters enseignement : second degr e  CPE...,29
2018,30 mois après le diplôme,femmes et hommes,Psychologie,43
2017,18 mois après le diplôme,femmes,Psychologie,38
2013,18 mois après le diplôme,hommes,Psychologie,31
2014,30 mois après le diplôme,hommes,Sciences de l'information et la communication,28
2016,18 mois après le diplôme,hommes,Sciences de l'information et la communication,26
2018,18 mois après le diplôme,hommes,Autres sciences humaines et sociales,31
2018,30 mois après le diplôme,femmes,Autres sciences humaines et sociales,36
2014,18 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,32
2018,18 mois après le diplôme,femmes,Autres sciences humaines et sociales,36
2011,30 mois après le diplôme,femmes et hommes,Am enagement,29
2017,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,46
2012,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,40
2013,18 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,37
2014,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,30
2018,18 mois après le diplôme,femmes,Philosophie   epist emologie,25
2011,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,29
2015,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,29
2015,30 mois après le diplôme,femmes,Philosophie   epist emologie,29
2013,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,30
2017,30 mois après le diplôme,femmes et hommes,Sciences de l' education,38
2018,30 mois après le diplôme,femmes et hommes,Sciences de l' education,34
2016,18 mois après le diplôme,hommes,Sociologie  d emographie,45
2016,30 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,37
2013,30 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,35
2018,18 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,33
2014,18 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,31
2015,18 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,31
2017,18 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,33
2016,18 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,35
2015,18 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,35
2018,18 mois après le diplôme,femmes,Sciences de la vie,37
2014,30 mois après le diplôme,femmes et hommes,Sciences de la vie,34
2016,18 mois après le diplôme,hommes,Sciences de la vie,35
2016,18 mois après le diplôme,femmes,Sciences de la vie,35
2015,18 mois après le diplôme,femmes et hommes,Sciences de la vie,36
2012,30 mois après le diplôme,femmes et hommes,Sciences de la vie,34
2018,30 mois après le diplôme,femmes,Sciences de la vie,37
2016,30 mois après le diplôme,femmes,Sciences de la vie,35
2013,18 mois après le diplôme,femmes,Sciences de la vie,35
2013,18 mois après le diplôme,femmes et hommes,Sciences de la vie,34
2014,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,36
2016,30 mois après le diplôme,hommes,Sciences de l'univers,32
2016,18 mois après le diplôme,femmes,Sciences de l'univers,34
2015,18 mois après le diplôme,femmes,Sciences de l'univers,37
2015,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,33
2017,30 mois après le diplôme,hommes,Sciences de l'univers,31
2018,30 mois après le diplôme,femmes,Sciences de l'univers,35
2015,30 mois après le diplôme,femmes,Sciences de l'univers,37
2017,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,33
2013,30 mois après le diplôme,hommes,Sciences de l'univers,34
2013,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,37
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,31
2015,18 mois après le diplôme,hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,24
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,29
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,25
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,43
2013,18 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,25
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,26
2013,18 mois après le diplôme,hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,29
2018,30 mois après le diplôme,femmes,Sciences fondamentales,32
2018,18 mois après le diplôme,hommes,Sciences fondamentales,33
2013,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,32
2016,18 mois après le diplôme,femmes,Chimie,27
2014,18 mois après le diplôme,hommes,Chimie,28
2016,18 mois après le diplôme,hommes,Chimie,34
2015,18 mois après le diplôme,femmes,Chimie,31
2017,18 mois après le diplôme,femmes et hommes,Chimie,28
2013,30 mois après le diplôme,femmes et hommes,Chimie,29
2014,30 mois après le diplôme,femmes,Physique,28
2014,18 mois après le diplôme,femmes et hommes,Physique,33
2017,30 mois après le diplôme,femmes et hommes,Physique,29
2016,30 mois après le diplôme,femmes et hommes,Physique,34
2013,18 mois après le diplôme,hommes,Physique,35
2016,18 mois après le diplôme,femmes et hommes,Physique et chimie,44
2016,18 mois après le diplôme,femmes,Physique et chimie,42
2017,30 mois après le diplôme,hommes,Physique et chimie,37
2015,30 mois après le diplôme,femmes et hommes,Physique et chimie,39
2014,30 mois après le diplôme,femmes,Math ematiques,30
2014,18 mois après le diplôme,femmes et hommes,Math ematiques,29
2014,18 mois après le diplôme,femmes,Math ematiques,30
2018,18 mois après le diplôme,femmes et hommes,Math ematiques,30
2016,18 mois après le diplôme,femmes et hommes,Math ematiques,29
2015,30 mois après le diplôme,femmes,Math ematiques,35
2012,18 mois après le diplôme,femmes et hommes,Math ematiques,31
2018,30 mois après le diplôme,hommes,Math ematiques,30
2013,18 mois après le diplôme,femmes et hommes,Math ematiques,35
2013,30 mois après le diplôme,femmes et hommes,Math ematiques,35
2013,30 mois après le diplôme,hommes,Math ematiques,37
2014,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,31
2015,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,23
2017,30 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,30
2018,30 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,39
2015,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,23
2018,30 mois après le diplôme,femmes,Sciences de l'ing enieur,32
2015,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,28
2018,30 mois après le diplôme,hommes,Sciences de l'ing enieur,27
2015,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,28
2018,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,28
2018,18 mois après le diplôme,hommes, electronique  g enie  electrique,37
2016,18 mois après le diplôme,hommes, electronique  g enie  electrique,34
2015,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,34
2015,18 mois après le diplôme,hommes, electronique  g enie  electrique,34
2016,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,35
2015,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,34
2013,30 mois après le diplôme,hommes, electronique  g enie  electrique,39
2014,18 mois après le diplôme,femmes,G enie civil,37
2014,30 mois après le diplôme,femmes et hommes,G enie civil,41
2018,18 mois après le diplôme,hommes,G enie civil,32
2016,18 mois après le diplôme,femmes et hommes,G enie civil,37
2016,18 mois après le diplôme,femmes,G enie civil,32
2015,18 mois après le diplôme,femmes et hommes,G enie civil,33
2015,18 mois après le diplôme,hommes,G enie civil,33
2015,18 mois après le diplôme,femmes,G enie civil,34
2013,18 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,32
2015,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,36
2013,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,33
2016,30 mois après le diplôme,hommes,Histoire,41
2014,18 mois après le diplôme,hommes,Histoire,35
2016,18 mois après le diplôme,femmes,Histoire,44
2015,18 mois après le diplôme,femmes,Histoire,40
2017,30 mois après le diplôme,hommes,Histoire,36
2011,30 mois après le diplôme,femmes et hommes,Histoire,29
2015,30 mois après le diplôme,femmes et hommes,G eographie,33
2017,18 mois après le diplôme,femmes,G eographie,34
2013,18 mois après le diplôme,hommes,G eographie,26
2016,18 mois après le diplôme,femmes,Psychologie,38
2015,30 mois après le diplôme,hommes,Psychologie,39
2016,30 mois après le diplôme,hommes,Psychologie,39
2015,18 mois après le diplôme,hommes,Psychologie,39
2015,30 mois après le diplôme,femmes et hommes,Psychologie,37
2016,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),30
2016,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),30
2016,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),28
2015,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),30
2016,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),31
2017,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),33
2013,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),28
2013,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),30
2018,18 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,23
2018,18 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,26
2016,18 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,26
2017,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,24
2017,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,26
2012,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,25
2018,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,23
2013,18 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,23
2013,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,23
2014,18 mois après le diplôme,femmes et hommes,Sciences juridiques,27
2015,18 mois après le diplôme,hommes,Sciences juridiques,24
2012,30 mois après le diplôme,femmes et hommes,Sciences juridiques,27
2015,30 mois après le diplôme,femmes,Sciences juridiques,31
2017,30 mois après le diplôme,femmes,Sciences juridiques,31
2018,30 mois après le diplôme,femmes et hommes,Sciences juridiques,30
2017,18 mois après le diplôme,hommes,Sciences juridiques,28
2017,18 mois après le diplôme,femmes,Sciences juridiques,31
2013,30 mois après le diplôme,hommes,Sciences juridiques,24
2013,18 mois après le diplôme,hommes,Sciences juridiques,24
2018,18 mois après le diplôme,femmes,Sciences politiques,33
2014,30 mois après le diplôme,femmes,Sciences politiques,27
2014,18 mois après le diplôme,femmes et hommes,Sciences politiques,26
2016,18 mois après le diplôme,femmes,Sciences politiques,34
2016,18 mois après le diplôme,femmes et hommes,Sciences politiques,32
2018,30 mois après le diplôme,femmes et hommes,Sciences politiques,32
2017,30 mois après le diplôme,hommes,Sciences politiques,29
2018,30 mois après le diplôme,hommes,Sciences politiques,30
2017,18 mois après le diplôme,hommes,Sciences politiques,29
2016,18 mois après le diplôme,hommes,Sciences  economiques,30
2016,18 mois après le diplôme,femmes,Sciences  economiques,31
2015,18 mois après le diplôme,femmes et hommes,Sciences  economiques,31
2016,30 mois après le diplôme,hommes,Sciences  economiques,30
2015,30 mois après le diplôme,femmes et hommes,Sciences  economiques,31
2017,30 mois après le diplôme,femmes,Sciences  economiques,31
2011,30 mois après le diplôme,femmes et hommes,Sciences  economiques,29
2015,30 mois après le diplôme,hommes,Sciences  economiques,28
2017,30 mois après le diplôme,femmes et hommes,Sciences  economiques,30
2013,30 mois après le diplôme,femmes et hommes,Sciences  economiques,28
2013,18 mois après le diplôme,hommes,Sciences  economiques,25
2013,30 mois après le diplôme,hommes,Sciences  economiques,25
2014,30 mois après le diplôme,hommes,Sciences de gestion,20
2014,18 mois après le diplôme,femmes et hommes,Sciences de gestion,22
2018,18 mois après le diplôme,hommes,Sciences de gestion,20
2018,30 mois après le diplôme,femmes,Sciences de gestion,22
2015,18 mois après le diplôme,hommes,Sciences de gestion,20
2017,18 mois après le diplôme,hommes,Sciences de gestion,21
2013,18 mois après le diplôme,femmes et hommes,Sciences de gestion,21
2018,18 mois après le diplôme,hommes,Autres formations juridiques   economiques et de gestion,31
2018,30 mois après le diplôme,femmes,Autres formations juridiques   economiques et de gestion,34
2016,30 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,31
2016,18 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,31
2017,30 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,31
2014,30 mois après le diplôme,femmes,Administration  economique et sociale,38
2014,18 mois après le diplôme,femmes et hommes,Administration  economique et sociale,34
2018,30 mois après le diplôme,femmes,Administration  economique et sociale,31
2014,30 mois après le diplôme,hommes,Administration  economique et sociale,26
2018,30 mois après le diplôme,femmes et hommes,Administration  economique et sociale,28
2016,30 mois après le diplôme,hommes,Administration  economique et sociale,32
2014,30 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,48
2011,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,29
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,29
2013,30 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,19
2013,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,19
2017,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,31
2016,18 mois après le diplôme,hommes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,26
2016,18 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,23
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,24
2017,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,23
2017,18 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,23
2018,18 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,43
2015,30 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,37
2015,30 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,39
2017,30 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,43
2013,18 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,36
2014,18 mois après le diplôme,femmes et hommes,Arts,37
2015,30 mois après le diplôme,femmes et hommes,Arts,35
2015,30 mois après le diplôme,hommes,Arts,36
2016,18 mois après le diplôme,hommes,Arts,35
2014,18 mois après le diplôme,hommes,Arts,34
2015,18 mois après le diplôme,femmes et hommes,Arts,35
2013,30 mois après le diplôme,femmes,Arts,32
2017,18 mois après le diplôme,femmes,Arts,42
2018,18 mois après le diplôme,femmes et hommes,Histoire,42
2018,30 mois après le diplôme,femmes,Histoire,44
2014,18 mois après le diplôme,femmes et hommes,Histoire,36
2018,18 mois après le diplôme,femmes et hommes,G eographie,36
2017,30 mois après le diplôme,femmes,G eographie,34
2017,18 mois après le diplôme,femmes et hommes,G eographie,33
2014,30 mois après le diplôme,femmes et hommes,Psychologie,33
2014,30 mois après le diplôme,femmes,Psychologie,34
2014,30 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,29
2012,30 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,29
2013,18 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,31
2014,30 mois après le diplôme,hommes,Am enagement,27
2014,18 mois après le diplôme,hommes,Am enagement,27
2016,18 mois après le diplôme,hommes,Am enagement,31
2015,30 mois après le diplôme,hommes,Am enagement,36
2018,30 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,38
2013,18 mois après le diplôme,hommes,Sociologie  d emographie,35
2014,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,31
2016,18 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,32
2016,30 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,31
2018,30 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,31
2012,18 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,30
2016,30 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,32
2017,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,33
2016,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,31
2013,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,31
2013,30 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,33
2014,30 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,34
2018,18 mois après le diplôme,femmes,Sciences de la vie et de la terre,37
2013,30 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,34
2014,18 mois après le diplôme,femmes et hommes,Sciences de la vie,34
2014,18 mois après le diplôme,femmes,Sciences de la vie,34
2018,18 mois après le diplôme,femmes et hommes,Sciences de la vie,36
2014,30 mois après le diplôme,hommes,Sciences de la vie,34
2016,30 mois après le diplôme,hommes,Sciences de la vie,35
2017,30 mois après le diplôme,femmes et hommes,Sciences de la vie,36
2018,30 mois après le diplôme,hommes,Sciences de la vie,34
2013,18 mois après le diplôme,hommes,Sciences de la vie,31
2014,18 mois après le diplôme,femmes,Sciences de l'univers,36
2014,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,36
2015,30 mois après le diplôme,hommes,Sciences de l'univers,29
2015,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,33
2018,30 mois après le diplôme,hommes,Sciences de l'univers,33
2017,18 mois après le diplôme,femmes,Sciences de l'univers,35
2017,30 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,51
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,42
2013,30 mois après le diplôme,hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,29
2016,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,31
2017,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,31
2018,18 mois après le diplôme,hommes,Chimie,38
2014,18 mois après le diplôme,femmes et hommes,Chimie,27
2016,18 mois après le diplôme,femmes et hommes,Chimie,29
2015,30 mois après le diplôme,hommes,Chimie,28
2017,30 mois après le diplôme,femmes,Chimie,26
2015,30 mois après le diplôme,femmes et hommes,Chimie,29
2017,18 mois après le diplôme,femmes,Chimie,26
2013,30 mois après le diplôme,femmes,Chimie,30
2014,30 mois après le diplôme,hommes,Physique,35
2018,18 mois après le diplôme,femmes et hommes,Physique,32
2014,30 mois après le diplôme,femmes et hommes,Physique,33
2015,30 mois après le diplôme,hommes,Physique,29
2015,30 mois après le diplôme,femmes,Physique,33
2017,30 mois après le diplôme,hommes,Physique,27
2017,18 mois après le diplôme,hommes,Physique,27
2013,18 mois après le diplôme,femmes et hommes,Physique,36
2014,30 mois après le diplôme,femmes,Physique et chimie,42
2018,30 mois après le diplôme,femmes et hommes,Physique et chimie,33
2014,30 mois après le diplôme,femmes et hommes,Physique et chimie,43
2016,18 mois après le diplôme,hommes,Physique et chimie,45
2016,30 mois après le diplôme,femmes,Physique et chimie,42
2014,30 mois après le diplôme,hommes,Math ematiques,29
2014,18 mois après le diplôme,hommes,Math ematiques,29
2016,18 mois après le diplôme,hommes,Math ematiques,24
2015,18 mois après le diplôme,femmes et hommes,Math ematiques,35
2015,18 mois après le diplôme,hommes,Math ematiques,35
2017,30 mois après le diplôme,hommes,Math ematiques,39
2017,30 mois après le diplôme,femmes,Math ematiques,35
2015,30 mois après le diplôme,femmes et hommes,Math ematiques,35
2016,30 mois après le diplôme,femmes et hommes,Math ematiques,29
